Abstract,Titulo_Real,Titulo_Predito,Score,Experimento
"common envelopes form in dynamical time scale mass exchange, when the envelope of a donor star engulfs a much denser companion, and the core of the donor plus the dense companion star spiral inward through this dissipative envelope. as conceived by paczynski and ostriker, this process must be responsible for the creation of short-period binaries with degenerate components, and, indeed, it has proven capable of accounting for short-period binaries containing one white dwarf component. however, attempts to reconstruct the evolutionary histories of close double white dwarfs have proven more problematic, and point to the need for enhanced systemic mass loss, either during the close of the first, slow episode of mass transfer that produced the first white dwarf, or during the detached phase preceding the final, common envelope episode. the survival of long-period interacting binaries with massive white dwarfs, such as the recurrent novae t crb and rs oph, also presents interpretative difficulties for simple energetic treatments of common envelope evolution. their existence implies that major terms are missing from usual formulations of the energy budget for common envelope evolution. the most plausible missing energy term is the energy released by recombination in the common envelope, and, indeed, a simple reformulation the energy budget explicitly including recombination resolves this issue.",common envelope evolution redux,Common Envelopes: A New Perspective,0.6877997,last_layer
an critical overview of the current state of research in turbulence in astrophysical disks.,the source of turbulence in astrophysical disks: an ill-posed problem.,"a comprehensive review of recent developments in turbulent plasma dynamics within stellar interiors and their implications for planetary atmospheres, exoplanet studies, and future missions to the outer solar system.",0.59449285,last_layer
this paper considers the use of punctured convolutional codes to obtain pragmatic space-time trellis codes over block-fading channel. we show that good performance can be achieved even when puncturation is adopted and that we can still employ the same viterbi decoder of the convolutional mother code by using approximated metrics without increasing the complexity of the decoding operations.,on punctured pragmatic space-time codes in block fading channel,"""Using Punctured Convolutional Codes for Space-Time Trellis Decoding over Block-Fading Channels"":",0.72833884,last_layer
"we show that there is a unique markov trace on the tower of temperley--lieb type quotients of hecke algebras of coxeter type $e_n$ (for all $n \geq 6$). we explain in detail how this trace may be computed easily using tom dieck's calculus of diagrams. as applications, we show how to use the trace to show that the diagram representation is faithful, and to compute leading coefficients of certain kazhdan--lusztig polynomials.",on the markov trace for temperley--lieb algebras of type $e_n$,"we show that there is a unique Markov trace on the tower of Temperley-Lieb type quotient of Heckes algebra of Coxeter type $e_n$ for all $n \geq 6$, which is easy to compute using Tom Dieck's diagram calculus. as applications, we show how to use",0.753099,last_layer
we analytically calculate to second order the correction to the asymptotic form of quasinormal frequencies of four dimensional schwarzschild black holes based on the monodromy analysis proposed by motl and neitzke. our results are in good agreement with those obtained from numerical calculation.,second order perturbative calculation of quasinormal modes of schwarzschild black holes,"we analytically calculate to second order the correction to the asymptotic form of quasinormal frequencies for four-dimensional Schwarzschild black holes using the monodromy analysis proposed by Motl and Neitzke, and compare these results with those obtained from numerical simulations.",0.70759153,last_layer
"graphene multilayers are grown epitaxially on single crystal silicon carbide. this system is composed of several graphene layers of which the first layer is electron doped due to the built-in electric field and the other layers are essentially undoped. unlike graphite the charge carriers show dirac particle properties (i.e. an anomalous berry's phase, weak anti-localization and square root field dependence of the landau level energies). epitaxial graphene shows quasi-ballistic transport and long coherence lengths; properties which may persists above cryogenic temperatures. paradoxically, in contrast to exfoliated graphene, the quantum hall effect is not observed in high mobility epitaxial graphene. it appears that the effect is suppressed due to absence of localized states in the bulk of the material.epitaxial graphene can be patterned using standard lithography methods and characterized using a wide array of techniques. these favorable features indicate that interconnected room temperature ballistic devices may be feasible for low dissipation high-speed nanoelectronics.",epitaxial graphene,a new generation of topological insulators based on graphene epitaxially grown on single-crystal silicon carbide.,0.66380686,last_layer
"the paper presents a survey of mathematical problems, techniques, and challenges arising in the thermoacoustic and photoacoustic tomography.",mathematics of thermoacoustic tomography,a comprehensive review of recent developments in thermoacoustic and photoacoustic tomography,0.78986585,last_layer
"gamma-ray bursts (grbs) have been detected at gev energies by egret and models predict emission at > 100 gev. milagro is a wide field (2 sr) high duty cycle (> 90 %) ground based water cherenkov detector that records extensive air showers in the energy range 100 gev to 100 tev. we have searched for very high energy emission from a sample of 106 gamma-ray bursts (grb) detected since the beginning of 2000 by batse, bepposax, hete-2, integral, swift or the ipn. no evidence for emission from any of the bursts has been found and we present upper limits from these bursts.",search for very high energy emission from gamma-ray bursts using milagro,Detection of Gamma-Ray Bursts at High Energies: Evidence from Megavolt Water-Cherenkov Detectors,0.6685225,last_layer
"we address two issues in the thermodynamic model for nuclear disassembly. surprisingly large differences in results for specific heat were seen in predictions from the canonical and grand canonical ensembles when the nuclear system passes from liquid-gas co-existence to the pure gas phase. we are able to pinpoint and understand the reasons for such and other discrepancies when they appear. there is a subtle but important difference in the physics addressed in the two models. in particular if we reformulate the parameters in the canonical model to better approximate the physics addressed in the grand canonical model, calculations for observables converge. next we turn to the issue of bimodality in the probability distribution of the largest fragment in both canonical and grand canonical ensembles. we demonstrate that this distribution is very closely related to average multiplicities. the relationship of the bimodal distribution to phase transition is discussed.",specific heat and bimodality in canonical and grand canonical versions of the thermodynamic model,"a detailed comparison between the canonical and grand canonical ensembles' predictions for nuclear disassembly using the thermodynamic model, with a focus on the observed differences in heat capacity ratios and the impact of parameter reformulation on observable distributions.",0.5157152,last_layer
"we observe the proliferation of vortices in the berezinskii-kosterlitz-thouless regime on a two-dimensional array of josephson-coupled bose-einstein condensates. as long as the josephson (tunneling) energy j exceeds the thermal energy t, the array is vortex-free. with decreasing j/t, vortices appear in the system in ever greater numbers. we confirm thermal activation as the vortex formation mechanism and obtain information on the size of bound vortex pairs as j/t is varied.",vortex proliferation in the berezinskii-kosterlitz-thouless regime on a two-dimensional lattice of bose-einstein condensates,"we investigate the vorticity dynamics in the Bose-Einstein condensate (BEC) lattice model for Josephson coupled boson-antiboson systems at the critical point, where the Josephson tunneling (TS) energy $j$ exceeds the thermal equilibrium temperature $t$. We find that the array",0.58761823,last_layer
"we investigate the evolution of binary fractions in star clusters using n-body models of up to 100000 stars. primordial binary frequencies in these models range from 5% to 50%. simulations are performed with the nbody4 code and include a full mass spectrum of stars, stellar evolution, binary evolution and the tidal field of the galaxy. we find that the overall binary fraction of a cluster almost always remains close to the primordial value, except at late times when a cluster is near dissolution. a critical exception occurs in the central regions where we observe a marked increase in binary fraction with time -- a simulation starting with 100000 stars and 5% binaries reached a core binary frequency as high as 40% at the end of the core-collapse phase (occurring at 16 gyr with ~20000 stars remaining). binaries are destroyed in the core by a variety of processes as a cluster evolves, but the combination of mass-segregation and creation of new binaries in exchange interactions produces the observed increase in relative number. we also find that binaries are cycled into and out of cluster cores in a manner that is analogous to convection in stars. for models of 100000 stars we show that the evolution of the core-radius up to the end of the initial phase of core-collapse is not affected by the exact value of the primordial binary frequency (for frequencies of 10% or less). we discuss the ramifications of our results for the likely primordial binary content of globular clusters.",the core binary fractions of star clusters from realistic simulations,Evolution of Binary Fractions in Star Clusters,0.85075027,last_layer
"we present experimental and theoretical results showing the improved beam quality and reduced divergence of an atom laser produced by an optical raman transition, compared to one produced by an rf transition. we show that raman outcoupling can eliminate the diverging lens effect that the condensate has on the outcoupled atoms. this substantially improves the beam quality of the atom laser, and the improvement may be greater than a factor of ten for experiments with tight trapping potentials. we show that raman outcoupling can produce atom lasers whose quality is only limited by the wavefunction shape of the condensate that produces them, typically a factor of 1.3 above the heisenberg limit.",approaching the heisenberg limit in an atom laser,Enhanced Atom Lasers Utilizing Optical Raman Transition Outcoupling,0.53110045,last_layer
"current cone jet algorithms, widely used at hadron colliders, take event particles as seeds in an iterative search for stable cones. a longstanding infrared (ir) unsafety issue in such algorithms is often assumed to be solvable by adding extra `midpoint' seeds, but actually is just postponed to one order higher in the coupling. a proper solution is to switch to an exact seedless cone algorithm, one that provably identifies all stable cones. the only existing approach takes n 2^n time to find jets among n particles, making it unusable at hadron level. this can be reduced to n^2 ln(n) time, leading to code (siscone) whose speed is similar to that of public midpoint implementations. monte carlo tests provide a strong cross-check of an analytical proof of the ir safety of the new algorithm, and the absence of any 'r_{sep}' issue implies a good practical correspondence between parton and hadron levels. relative to a midpoint cone, the use of an ir safe seedless algorithm leads to modest changes for inclusive jet spectra, mostly through reduced sensitivity to the underlying event, and significant changes for some multi-jet observables.",a practical seedless infrared-safe cone jet algorithm,Efficient Cones for Hadron Colliders,0.45395207,last_layer
"we revisit the problem of interplay between the strong and the coulomb interaction in the charged-to-neutral yield ratio for $b {\bar b}$ and $d {\bar d}$ pairs near their respective thresholds in $e^+e^-$ annihilation. we consider here a realistic situation with a resonant interaction in the isospin i=0 channel and a nonresonant strong scattering amplitude in the i=1 state. we find that the yield ratio has a smooth behavior depending on the scattering phase in the i=1 channel. the same approach is also applicable to the $k {\bar k}$ production at the $\phi(1020)$ resonance, where the coulomb effect in the charged-to-neutral yield ratio is generally sensitive to the scattering phases in both the isoscalar and the isovector channels. furthermore, we apply the same approach to the treatment of the effect of the isotopic mass difference between the charged and neutral mesons and argue that the strong-scattering effects generally result in a modification to the pure kinematical effect of this mass difference.",isospin breaking in the yield of heavy meson pairs in e+e- annihilation near threshold,Interactions in Charged-to-Neutral Yield Ratio Near Thresholds,0.38169482,last_layer
we present the theory of qed x qcd resummation and its interplay with shower/matrix element matching in precision lhc physics scenarios. we illustrate the theory using single heavy gauge boson production at hadron colliders.,qed x qcd resummation and shower/me matching for lhc physics,we present the theory of QED x QCD resummation and its interplay with shower/matrix element matching in precision LHC physics scenarios. we illustrate the theory using single heavy gauge boson production at hadron colliders.,0.8391477,last_layer
"let ${\mathcal s}(\r)$ be an o-minimal structure over $\r$, $t \subset \r^{k_1+k_2+\ell}$ a closed definable set, and $$ \displaylines{\pi_1: \r^{k_1+k_2+\ell}\to \r^{k_1 + k_2}, \pi_2: \r^{k_1+k_2+\ell}\to \r^{\ell}, \ \pi_3: \r^{k_1 + k_2} \to \r^{k_2}} $$ the projection maps. for any collection ${\mathcal a} = \{a_1,...,a_n\}$ of subsets of $\r^{k_1+k_2}$, and $\z \in \r^{k_2}$, let $\a_\z$ denote the collection of subsets of $\r^{k_1}$, $\{a_{1,\z},..., a_{n,\z}\}$, where $a_{i,\z} = a_i \cap \pi_3^{-1}(\z), 1 \leq i \leq n$. we prove that there exists a constant $c = c(t) > 0,$ such that for any family ${\mathcal a} = \{a_1,...,a_n\}$ of definable sets, where each $a_i = \pi_1(t \cap \pi_2^{-1}(\y_i))$, for some $\y_i \in \r^{\ell}$, the number of distinct stable homotopy types of $\a_\z, \z \in \r^{k_2}$, is bounded by $ \displaystyle{c \cdot n^{(k_1+1)k_2},} $ while the number of distinct homotopy types is bounded by $ \displaystyle{c \cdot n^{(k_1+3)k_2}.} $ this generalizes to the general o-minimal setting, bounds of the same type proved in \cite{bv} for semi-algebraic and semi-pfaffian families. one main technical tool used in the proof of the above results, is a topological comparison theorem which might be of independent interest in the study of arrangements.",on the number of topological types occurring in a parametrized family of arrangements,"""${\mathcal s}(t)^{\ast k_2}$-definable families with small stabilizers""",0.24781589,last_layer
"a generalized twistor transform for spinning particles in 3+1 dimensions is constructed that beautifully unifies many types of spinning systems by mapping them to the same twistor, thus predicting an infinite set of duality relations among spinning systems with different hamiltonians. usual 1t-physics is not equipped to explain the duality relationships and unification between these systems. we use 2t-physics in 4+2 dimensions to uncover new properties of twistors, and expect that our approach will prove to be useful for practical applications as well as for a deeper understanding of fundamental physics. unexpected structures for a new description of spinning particles emerge. a unifying symmetry su(2,3) that includes conformal symmetry su(2,2)=so(4,2) in the massless case, turns out to be a fundamental property underlying the dualities of a large set of spinning systems, including those that occur in high spin theories. this may lead to new forms of string theory backgrounds as well as to new methods for studying various corners of m theory. in this paper we present the main concepts, and in a companion paper we give other details.","generalized twistor transform and dualities, with a new description of particles with spin, beyond free and massless","we propose to construct a generalized twistor transform for spinning particles in 3+1 dimensions that beautifully unifies many types of spinning systems by mapping them to the same twistor, thus predicting an infinite set of duality relations among spinning systems with different hamiltonians. usual 1t-physics is not equipped to",0.8044454,last_layer
"we systematically explore the evolution of the merger of two carbon-oxygen (co) white dwarfs. the dynamical evolution of a 0.9 msun + 0.6 msun co white dwarf merger is followed by a three-dimensional sph simulation. we use an elaborate prescription in which artificial viscosity is essentially absent, unless a shock is detected, and a much larger number of sph particles than earlier calculations. based on this simulation, we suggest that the central region of the merger remnant can, once it has reached quasi-static equilibrium, be approximated as a differentially rotating co star, which consists of a slowly rotating cold core and a rapidly rotating hot envelope surrounded by a centrifugally supported disc. we construct a model of the co remnant that mimics the results of the sph simulation using a one-dimensional hydrodynamic stellar evolution code and then follow its secular evolution. the stellar evolution models indicate that the growth of the cold core is controlled by neutrino cooling at the interface between the core and the hot envelope, and that carbon ignition in the envelope can be avoided despite high effective accretion rates. this result suggests that the assumption of forced accretion of cold matter that was adopted in previous studies of the evolution of double co white dwarf merger remnants may not be appropriate. our results imply that at least some products of double co white dwarfs merger may be considered good candidates for the progenitors of type ia supernovae. in this case, the characteristic time delay between the initial dynamical merger and the eventual explosion would be ~10^5 yr. (abridged).",remnant evolution after a carbon-oxygen white dwarf merger,a three dimensional sph simulation of the co white dwarf merger of a 0.9 msun + 0.6 msun co white dwarf with a 1:1 mass ratio is presented. the merger remnant evolves into a co star with a slow rotation and a rapidly rotating hot envelope surrounded by a centrifugal,0.7369982,last_layer
"for an arbitrary operator a on a banach space x which is a generator of c_0-group with certain growth condition at the infinity, the direct theorems on connection between the smoothness degree of a vector $x\in x$ with respect to the operator a, the order of convergence to zero of the best approximation of x by exponential type entire vectors for the operator a, and the k-module of continuity are given. obtained results allows to acquire jackson-type inequalities in many classic spaces of periodic functions and weighted $l_p$ spaces.",direct theorems in the theory of approximation of the banach space vectors by entire vectors of exponential type,a generalization of the classical connection between the growth properties of a Banach space X with respect to an arbitrary bounded linear operator A and its norm generated by the seminorms (the norms of the projections onto bounded sets) and the behavior of the sequence of approximations to the limit point p = 1/,0.5877904,last_layer
"we investigate the weak-field, post-newtonian expansion to the solution of the field equations in chern-simons gravity with a perfect fluid source. in particular, we study the mapping of this solution to the parameterized post-newtonian formalism to 1 pn order in the metric. we find that the ppn parameters of chern-simons gravity are identical to those of general relativity, with the exception of the inclusion of a new term that is proportional to the chern-simons coupling parameter and the curl of the ppn vector potentials. we also find that the new term is naturally enhanced by the non-linearity of spacetime and we provide a physical interpretation for it. by mapping this correction to the gravito-electro-magnetic framework, we study the corrections that this new term introduces to the acceleration of point particles and the frame-dragging effect in gyroscopic precession. we find that the chern-simons correction to these classical predictions could be used by current and future experiments to place bounds on intrinsic parameters of chern-simons gravity and, thus, string theory.",parametrized post-newtonian expansion of chern-simons gravity,A review of the post-newtonian expansion of Chern-Simons gravity with a perfect fluid source and its potential applications in gravitational and electromagnetic theories.,0.838432,last_layer
"we present an experimental investigation on the scaling of resistance in individual single walled carbon nanotube devices with channel lengths that vary four orders of magnitude on the same sample. the electron mean free path is obtained from the linear scaling of resistance with length at various temperatures. the low temperature mean free path is determined by impurity scattering, while at high temperature the mean free path decreases with increasing temperature, indicating that it is limited by electron-phonon scattering. an unusually long mean free path at room temperature has been experimentally confirmed. exponentially increasing resistance with length at extremely long length scales suggests anomalous localization effects.",scaling of resistance and electron mean free path of single-walled carbon nanotubes,Experimental Investigation of Scaling Behavior of Resistance in Individual Single-Walled Carbon Nanotubes,0.87490326,last_layer
"moore introduced a class of real-valued ""recursive"" functions by analogy with kleene's formulation of the standard recursive functions. while his concise definition inspired a new line of research on analog computation, it contains some technical inaccuracies. focusing on his ""primitive recursive"" functions, we pin down what is problematic and discuss possible attempts to remove the ambiguity regarding the behavior of the differential recursion operator on partial functions. it turns out that in any case the purported relation to differentially algebraic functions, and hence to shannon's model of analog computation, fails.",differential recursion and differentially algebraic functions,the primitive recursive functions are not just regular recursive functions but also have a rich structure involving non-regular elements,0.4661348,last_layer
